,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,repeat_style,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
2497,67,False,False,10226838,45688794,10oof226oof838+45oof688oof794=,16,0,55oof915oof632,299,7,"14156191+10637918=24794109,23601186+67529716=91130902,63204262+40333651=103537913,22115377+26714836=48830213,85969773+21372939=107342712,49097583+58259435=107357018,45174589+82583282=127757871,20219028+99166718=119385746",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2498,68,False,False,49922028,225780966,49oof922oof028+225oof780oof966=,16,0,275oof702oof994,299,7,"88344675+106606434=194951109,60334994+526471481=586806475,30190030+665247963=695437993,16960396+298649780=315610176,58038330+720673583=778711913,44687856+435345339=480033195,86203508+249052778=335256286,91698931+130044050=221742981",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2499,69,False,False,131742199,8562138,131oof742oof199+8oof562oof138=,16,0,140oof304oof337,302,7,"912971154+4864640=917835794,632562328+3827870=636390198,997562153+3662798=1001224951,303538038+5324483=308862521,687007327+1903137=688910464,393921703+4802183=398723886,930872496+3187625=934060121,510313219+2640752=512953971",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2500,70,False,False,144889651,97098489,144oof889oof651+97oof098oof489=,16,0,241oof988oof140,302,7,"333979932+69107819=403087751,987833752+20441404=1008275156,272525991+85466375=357992366,243880996+85035045=328916041,641204309+92963579=734167888,952281331+31314384=983595715,388949513+73497449=462446962,320722356+28558958=349281314",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2501,71,False,False,167544901,475350920,167oof544oof901+475oof350oof920=,16,0,642oof895oof821,320,7,"984925326+464489080=1449414406,473973788+872321648=1346295436,952884572+436314952=1389199524,782372305+536177424=1318549729,931709333+341103597=1272812930,454939183+530815599=985754782,831751414+274054470=1105805884,255716805+897119988=1152836793",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2502,72,False,False,9374668,6122542,9oof374oof668+6oof122oof542=,16,0,15oof497oof210,299,7,"6432345+7589485=14021830,9005886+6061339=15067225,2840609+6411611=9252220,2405177+2384821=4789998,4137110+7507958=11645068,3525664+9458097=12983761,6771592+1269046=8040638,2753595+9603822=12357417",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2503,73,False,False,1973134,13007120,1oof973oof134+13oof007oof120=,16,0,1oof986oof254,299,7,"6449482+19988463=26437945,6369321+57723789=64093110,4243112+12053892=16297004,8124859+32266631=40391490,1032174+33911649=34943823,6572532+99682665=106255197,2911791+37228006=40139797,2207115+94529484=96736599",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2504,74,False,False,9360347,717451560,9oof360oof347+717oof451oof560=,16,0,726oof811oof907,299,7,"8380387+588508879=596889266,1841481+377510719=379352200,2271726+643295240=645566966,9986210+546142409=556128619,8530731+923221615=931752346,1477492+331694519=333172011,1350125+621763240=623113365,7069999+884954206=892024205",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2505,75,False,False,28505409,2617207,28oof505oof409+2oof617oof207=,16,0,31oof122oof616,299,7,"81965287+2067802=84033089,26886243+1778840=28665083,52132058+2662466=54794524,60304691+5769774=66074465,40350155+1888379=42238534,67616040+4775745=72391785,81852198+6162128=88014326,27819177+8301391=36120568",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2506,76,False,False,21598838,85133526,21oof598oof838+85oof133oof526=,16,0,106oof732oof364,299,7,"53155241+86572630=139727871,49832185+81726918=131559103,25925017+70668553=96593570,24647502+32667157=57314659,81413345+10816633=92229978,95584048+84428973=180013021,88094799+87999033=176093832,71425609+68002799=139428408",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2507,77,False,False,83901777,962169873,83oof901oof777+962oof169oof873=,16,0,1oof046oof071oof650,299,10,"62786868+187496659=250283527,53619132+395804401=449423533,20032639+277896860=297929499,18414889+258284564=276699453,91442793+534586689=626029482,37182405+174747575=211929980,31224596+656231308=687455904,64978718+591892234=656870952",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2508,78,False,False,311491260,3425934,311oof491oof260+3oof425oof934=,16,0,314oof917oof194,302,7,"935148312+6219404=941367716,570167872+7040923=577208795,642767082+5691577=648458659,230145945+7589119=237735064,257423751+2208916=259632667,826306863+5303914=831610777,994013364+6699303=1000712667,686484863+3012688=689497551",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2509,79,False,False,986793495,54021090,986oof793oof495+54oof021oof090=,16,0,"1,040oof814oof585",299,9,"512662343+45160863=557823206,387139862+57375840=444515702,698522957+74089992=772612949,199832324+35161428=234993752,467697922+57308469=525006391,593470568+10017583=603488151,323788628+64878980=388667608,554489514+36601219=591090733",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2510,80,False,False,494414977,632215798,494oof414oof977+632oof215oof798=,16,0,1oof126oof630oof775,311,10,"804285207+711775939=1516061146,675888942+453072235=1128961177,264579743+676209256=940788999,118174280+550446414=668620694,828128673+252742113=1080870786,501795259+282415327=784210586,186268993+105908054=292177047,460730057+876116125=1336846182",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2511,81,False,False,1677324,7514842,1oof677oof324+7oof514oof842=,16,0,9oof192oof166,299,7,"9170552+5847975=15018527,7380855+5717571=13098426,5593505+7572663=13166168,7475272+8730913=16206185,4743201+5450288=10193489,2735912+1459729=4195641,3515225+1269769=4784994,3365346+7490606=10855952",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2512,82,False,False,8842593,12036159,8oof842oof593+12oof036oof159=,16,0,20oof878oof752,299,7,"8882383+33580510=42462893,1240203+81880230=83120433,7919477+27552534=35472011,6637809+50912839=57550648,7510300+14915065=22425365,5020224+40715670=45735894,2482537+38944057=41426594,5358994+28687651=34046645",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2513,83,False,False,8202333,472019863,8oof202oof333+472oof019oof863=,16,0,480oof222oof196,299,7,"7641455+319064823=326706278,6503488+588839652=595343140,4691341+196652329=201343670,7527365+486421141=493948506,5747015+428145012=433892027,5210453+943067255=948277708,4046360+623249448=627295808,9551199+952860030=962411229",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2514,84,False,False,45909767,8780671,45oof909oof767+8oof780oof671=,16,0,54oof690oof438,299,7,"68252673+4653217=72905890,39846021+6475304=46321325,56826450+1726740=58553190,30016410+5183658=35200068,19025966+8104169=27130135,24482765+2186233=26668998,86204256+8548245=94752501,94828821+7208829=102037650",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2515,85,False,False,40185932,43182335,40oof185oof932+43oof182oof335=,16,0,83oof368oof267,299,7,"35939482+92138969=128078451,13169018+54222511=67391529,47719387+20449208=68168595,19229334+57721338=76950672,85808755+77557454=163366209,68211465+96430746=164642211,25849192+28143246=53992438,40161733+75426091=115587824",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2516,86,False,False,96811155,407867638,96oof811oof155+407oof867oof638=,16,0,504oof678oof793,299,7,"23868770+357531309=381400079,24785425+326748798=351534223,47704409+185482751=233187160,40422673+371534377=411957050,18030370+642909390=660939760,47853038+521006624=568859662,31874950+263525377=295400327,14701796+860206732=874908528",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2517,87,False,False,592955730,7719228,592oof955oof730+7oof719oof228=,16,0,600oof675oof958,299,7,"378338114+8429893=386768007,308453952+7078476=315532428,368026821+1997435=370024256,585694952+5808067=591503019,492001559+6644008=498645567,347112034+7096129=354208163,117534441+8363760=125898201,708793364+4786498=713579862",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2518,88,False,False,596780670,95328802,596oof780oof670+95oof328oof802=,16,0,691oof109oof472,299,7,"828647029+92355008=921002037,486790710+12412170=499202880,332134013+57338390=389472403,641382327+92789912=734172239,284836072+41326047=326162119,777935941+23420091=801356032,705783674+91395906=797179580,256210808+87242121=343452929",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2519,89,False,False,752752744,328244045,752oof752oof744+328oof244oof045=,16,0,1oof080oof996oof789,311,10,"139444578+603429774=742874352,548023229+864992027=1413015256,560260035+355114613=915374648,571593616+185862786=757456402,886141671+256013084=1142154755,957932887+202581471=1160514358,950605294+923999141=1874604435,724662583+193553360=918215943",gpt-3.5-turbo-0301,You are a helpful assistant.,foo_r2l,foo_r2l,,0,0,8,0,1
2520,0,False,False,2307350,6058422,230foo735foo0+605foo842foo2=,12,0,835foo577foo2,58,5,1883859+3177908=5061767,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2521,1,False,False,7778640,14016227,777foo864foo0+140foo162foo27=,12,0,917foo026foo27,58,5,6157348+19398045=25555393,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2522,2,False,False,9482500,964332763,948foo250foo0+964foo332foo763=,12,0,1912foo582foo763,58,6,3081494+308527232=311608726,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2523,3,False,False,51629751,1711633,516foo297foo51+171foo163foo3=,12,0,687foo460foo54,58,5,97426154+1969350=99395504,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2524,4,False,False,57713793,81530413,577foo137foo93+815foo304foo13=,12,0,1392foo441foo6,58,6,92371500+72839049=165210549,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2525,5,False,False,10841276,608537036,108foo412foo76+608foo537foo036=,12,0,717foo949foo112,58,5,67428907+164641795=232070702,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2526,6,False,False,201260781,7489051,201foo260foo781+748foo905foo1=,12,0,949foo165foo782,58,5,170208648+1856445=172065093,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2527,7,False,False,580528087,15255626,580foo528foo087+152foo556foo26=,12,0,732foo084foo113,58,5,412503372+78551156=491054528,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2528,8,False,False,391577960,272373856,391foo577foo960+272foo373foo856=,12,0,663foo950foo816,60,5,329309516+949576714=1278886230,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2529,9,False,False,5807401,2374360,580foo740foo1+237foo436foo0=,12,0,817foo176foo1,58,5,3459116+9779543=13238659,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2530,10,False,False,3735601,78222315,373foo560foo1+782foo223foo15=,12,0,1155foo783foo16,58,6,8625231+47615144=56240375,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2531,11,False,False,6612747,566641845,661foo274foo7+566foo641foo845=,12,0,"1,227foo916foo552",58,7,6355373+715618011=721973384,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2532,12,False,False,42267863,8567869,422foo678foo63+856foo786foo9=,12,0,"1,279foo465foo72",58,7,81825437+2779456=84604893,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2533,13,False,False,47695019,29774166,476foo950foo19+297foo741foo66=,12,0,773foo691foo85,58,5,55309205+97600455=152909660,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2534,14,False,False,18614706,518722247,186foo147foo06+518foo722foo247=,12,0,704foo869foo253,58,5,61417760+339607145=401024905,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2535,15,False,False,306492243,5719768,306foo492foo243+571foo976foo8=,12,0,877foo468foo251,58,5,624426857+5126563=629553420,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2536,16,False,False,808630085,27532599,808foo630foo085+275foo325foo99=,12,0,"1,084foo955foo184",58,7,217757908+27742716=245500624,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2537,17,False,False,430298470,694067915,430foo298foo470+694foo067foo915=,12,0,1124foo365foo385,60,6,504512742+780846284=1285359026,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2538,18,False,False,7169254,6322530,716foo925foo4+632foo253foo0=,12,0,"1,348foo178foo4",58,7,3379874+5752675=9132549,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2539,19,False,False,8572387,76470457,857foo238foo7+764foo704foo57=,12,0,1621foo942foo64,58,6,5819391+30296338=36115729,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2540,20,False,False,4304231,377004109,430foo423foo1+377foo004foo109=,12,0,807foo427foo110,58,5,9410680+298513967=307924647,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2541,21,False,False,92387097,3019679,923foo870foo97+301foo967foo9=,12,0,"1,225foo837foo06",58,7,53306770+7984063=61290833,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2542,22,False,False,35295736,81720003,352foo957foo36+817foo200foo03=,12,0,1foo169foo157foo39,58,7,75569500+39787328=115356828,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2543,23,False,False,31569348,923325852,315foo693foo48+923foo325foo852=,12,0,"1,238foo018foo900",58,7,58849299+596122429=654971728,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2544,24,False,False,851153427,4266518,851foo153foo427+426foo651foo8=,12,0,"1,277foo804foo235",58,7,835354186+7165905=842520091,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2545,25,False,False,910436316,79313778,910foo436foo316+793foo137foo78=,12,0,"1,703foo573foo394",60,7,978139144+82311916=1060451060,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2546,26,False,False,439288219,390148286,439foo288foo219+390foo148foo286=,12,0,829foo436foo505,58,5,319644065+185033292=504677357,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2547,27,False,False,7859788,7979386,785foo978foo8+797foo938foo6=,12,0,1582foo917foo4,58,6,9269314+6827815=16097129,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2548,28,False,False,5746685,74617405,574foo668foo5+746foo174foo05=,12,0,"1,320foo842foo10",58,7,9501390+25084631=34586021,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2549,29,False,False,1227763,881768096,122foo776foo3+881foo768foo096=,12,0,1004foo544foo099,58,6,1581250+123021143=124602393,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2550,30,False,False,28696832,1516385,286foo968foo32+151foo638foo5=,12,0,437foo606foo37,58,5,92534194+1845784=94379978,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2551,31,False,False,86669258,60294542,866foo692foo58+602foo945foo42=,12,0,"1,468foo637foo00",58,7,40040952+42571261=82612213,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2552,32,False,False,26269523,860417848,262foo695foo23+860foo417foo848=,12,0,1122foo112foo871,58,6,12074787+883366766=895441553,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2553,33,False,False,288317111,6719702,288foo317foo111+671foo970foo2=,12,0,959foo287foo113,58,5,808308620+9967409=818276029,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2554,34,False,False,375974393,17570295,375foo974foo393+175foo702foo95=,12,0,550foo676foo488,58,5,924124509+20542733=944667242,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2555,35,False,False,702855193,392159457,702foo855foo193+392foo159foo457=,12,0,"1,094foo014foo650",58,7,134297937+860428010=994725947,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2556,36,False,False,8293063,5579292,829foo306foo3+557foo929foo2=,12,0,"1,386foo235foo5",58,7,8623978+1625831=10249809,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2557,37,False,False,8677809,26959317,867foo780foo9+269foo593foo17=,12,0,1137foo373foo26,58,6,3580977+29080944=32661921,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2558,38,False,False,9709796,498497748,970foo979foo6+498foo497foo748=,12,0,"1,468foo477foo754",58,7,2541996+899857020=902399016,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2559,39,False,False,83954275,8324636,839foo542foo75+832foo463foo6=,12,0,"1,671foo005foo81",58,7,81617082+9795774=91412856,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2560,40,False,False,84038950,59508035,840foo389foo50+595foo080foo35=,12,0,"1,435foo469foo85",58,7,60628190+20848187=81476377,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2561,41,False,False,47706879,737397363,477foo068foo79+737foo397foo363=,12,0,"1,214foo465foo442",58,7,51069441+398753215=449822656,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2562,42,False,False,975019769,8584821,975foo019foo769+858foo482foo1=,12,0,1833foo501foo770,58,6,514657562+4766766=519424328,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2563,43,False,False,764100366,12205532,764foo100foo366+122foo055foo32=,12,0,886foo155foo398,58,5,530382187+95795864=626178051,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2564,44,False,False,325038684,314311216,325foo038foo684+314foo311foo216=,12,0,639foo349foo900,58,5,744257064+123944720=868201784,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2565,45,False,False,3626898,8897740,362foo689foo8+889foo774foo0=,12,0,"1,251foo463foo8",58,7,3205993+6157344=9363337,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2566,46,False,False,3654384,90928948,365foo438foo4+909foo289foo48=,12,0,1274foo727foo52,58,6,9067851+65451976=74519827,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2567,47,False,False,5215841,248222037,521foo584foo1+248foo222foo037=,12,0,769foo806foo038,58,5,8831777+512842903=521674680,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2568,48,False,False,83213051,3277055,832foo130foo51+327foo705foo5=,12,0,"1,159foo835foo56",58,7,40623508+8028352=48651860,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2569,49,False,False,97302597,72197177,973foo025foo97+721foo971foo77=,12,0,"1,694foo996foo74",58,7,89641725+86269382=175911107,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2570,50,False,False,43522959,626053173,435foo229foo59+626foo053foo173=,12,0,1061foo282foo232,58,6,52685574+284134403=336819977,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2571,51,False,False,810599385,6461223,810foo599foo385+646foo122foo3=,12,0,"1,456foo721foo8",58,7,229676728+1830269=231506997,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2572,52,False,False,368321110,61308300,368foo321foo110+613foo083foo00=,12,0,981foo404foo110,58,5,521099284+74590483=595689767,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2573,53,False,False,347634465,156805150,347foo634foo465+156foo805foo150=,12,0,503foo439foo615,60,5,371661015+705203881=1076864896,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2574,54,False,False,8980889,7917286,898foo088foo9+791foo728foo6=,12,0,"1,689foo817foo5",58,7,3592087+6208483=9800570,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2575,55,False,False,3149015,51428634,314foo901foo5+514foo286foo34=,12,0,828foo187foo39,58,5,8469850+35878403=44348253,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2576,56,False,False,3132772,920969091,313foo277foo2+920foo969foo091=,12,0,"1,234foo246foo093",58,7,7013354+110527021=117540375,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2577,57,False,False,15986434,1392246,159foo864foo34+139foo224foo6=,12,0,298foo088foo40,58,5,75938091+5185820=81123911,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2578,58,False,False,48951570,94029536,489foo515foo70+940foo295foo36=,12,0,1429foo810foo06,58,6,35531306+23257002=58788308,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2579,59,False,False,22063662,572653085,220foo636foo62+572foo653foo085=,12,0,792foo289foo147,60,5,83713578+960135210=1043848788,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2580,60,False,False,291062901,3723758,291foo062foo901+372foo375foo8=,12,0,663foo437foo709,58,5,484411474+3630445=488041919,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2581,61,False,False,117221765,47622549,117foo221foo765+476foo225foo49=,12,0,593foo446foo814,58,5,535806581+19890743=555697324,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2582,62,False,False,730626411,467731809,730foo626foo411+467foo731foo809=,12,0,"1,198foo357foo220",58,7,574900629+379019039=953919668,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2583,63,False,False,3714885,7521962,371foo488foo5+752foo196foo2=,12,0,1123foo684foo7,58,6,3714419+6567436=10281855,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2584,64,False,False,9006484,53267652,900foo648foo4+532foo676foo52=,12,0,"1,432foo324foo56",58,7,2312424+33378898=35691322,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2585,65,False,False,5222029,198699994,522foo202foo9+198foo699foo994=,12,0,720foo902foo3,58,5,5088526+804963760=810052286,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2586,66,False,False,64833346,1716892,648foo333foo46+171foo689foo2=,12,0,819foo022foo48,58,5,23970281+9637409=33607690,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2587,67,False,False,10226838,45688794,102foo268foo38+456foo887foo94=,12,0,558foo156foo32,58,5,93387576+84029604=177417180,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2588,68,False,False,49922028,225780966,499foo220foo28+225foo780foo966=,12,0,724foo000foo994,58,5,81335478+330784249=412119727,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2589,69,False,False,131742199,8562138,131foo742foo199+856foo213foo8=,12,0,131foo742foo199+856foo213foo,58,10,701646087+8816190=710462277,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2590,70,False,False,144889651,97098489,144foo889foo651+970foo984foo89=,12,0,"1,114foo873foo740",58,7,446977620+85935355=532912975,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2591,71,False,False,167544901,475350920,167foo544foo901+475foo350foo920=,12,0,642foo895foo821,60,5,841451664+618616286=1460067950,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2592,72,False,False,9374668,6122542,937foo466foo8+612foo254foo2=,12,0,1549foo720foo10,58,6,4194791+9230196=13424987,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2593,73,False,False,1973134,13007120,197foo313foo4+130foo071foo20=,12,0,327foo384foo24,58,5,7729872+44894082=52623954,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2594,74,False,False,9360347,717451560,936foo034foo7+717foo451foo560=,12,0,1653foo485foo567,58,6,8217744+123398456=131616200,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2595,75,False,False,28505409,2617207,285foo054foo09+261foo720foo7=,12,0,546foo774foo16,58,5,65840216+7894980=73735196,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2596,76,False,False,21598838,85133526,215foo988foo38+851foo335foo26=,12,0,"1,066foo323foo64",58,7,26416594+63133235=89549829,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2597,77,False,False,83901777,962169873,839foo017foo77+962foo169foo873=,12,0,1801foo186foo950,58,6,25172153+955106374=980278527,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2598,78,False,False,311491260,3425934,311foo491foo260+342foo593foo4=,12,0,653foo084foo264,58,5,266250601+9745990=275996591,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2599,79,False,False,986793495,54021090,986foo793foo495+540foo210foo90=,12,0,"1,526foo003foo585",58,7,763854662+51889363=815744025,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
2600,80,False,False,494414977,632215798,494foo414foo977+632foo215foo798=,12,0,1126foo630foo775,60,6,874778733+683756224=1558534957,gpt-3.5-turbo-0301,You are a helpful assistant.,foo_l2r,foo_l2r,,0,0,1,0,1
