,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,repeat_style,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
902,2,False,False,9482500,964332763,"9,482,500+964,332,763=",12,0,973 815 263,139,5,"7512213+942292093=949804306,4671020+454058055=458729075,7987873+538001944=545989817,8683723+769108974=777792697",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
903,3,False,False,51629751,1711633,"51,629,751+1,711,633=",12,0,53 341 384,139,5,"68633939+5310380=73944319,64588104+5320641=69908745,19222303+6073905=25296208,61063786+2419058=63482844",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
904,4,False,False,57713793,81530413,"57,713,793+81,530,413=",12,0,139 244 206,139,5,"86126589+36884201=123010790,59902224+30694938=90597162,86050909+48805403=134856312,41780116+69071983=110852099",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
905,5,False,False,10841276,608537036,"10,841,276+608,537,036=",12,0,619 378 312,139,5,"28489424+888483886=916973310,72080475+826237185=898317660,88351518+736631004=824982522,97650216+332929601=430579817",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
906,6,False,False,201260781,7489051,"201,260,781+7,489,051=",12,0,208 749 832,139,5,"109472120+5301592=114773712,882824762+5810592=888635354,626408916+5180938=631589854,367433260+6766227=374199487",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
907,7,False,False,580528087,15255626,"580,528,087+15,255,626=",12,0,595 783 713,141,5,"937932158+89402445=1027334603,352093843+87812123=439905966,110920338+92377308=203297646,111452996+79280466=190733462",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
908,8,False,False,391577960,272373856,"391,577,960+272,373,856=",12,0,663 951 816,139,5,"650386594+227366106=877752700,518433549+198725885=717159434,376840886+403647231=780488117,272622838+618676442=891299280",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
909,9,False,False,5807401,2374360,"5,807,401+2,374,360=",12,0,8 181 761,139,5,"9458871+3933404=13392275,3489654+2107299=5596953,8742721+9342892=18085613,6947681+9305608=16253289",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
910,10,False,False,3735601,78222315,"3,735,601+78,222,315=",12,0,81 957 916,139,5,"2613676+79721673=82335349,8949218+53614019=62563237,9723380+79487736=89211116,7313114+60058017=67371131",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
911,11,False,False,6612747,566641845,"6,612,747+566,641,845=",12,0,573 254 592,139,5,"5568944+329137718=334706662,8997031+267159305=276156336,1246722+177272819=178519541,1772506+778226639=779999145",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
912,12,False,False,42267863,8567869,"42,267,863+8,567,869=",12,0,50 835 732,139,5,"60384172+1647144=62031316,12523847+5298209=17822056,46039971+4709186=50749157,78537443+2733264=81270707",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
913,13,False,False,47695019,29774166,"47,695,019+29,774,166=",12,0,77 469 185,139,5,"63656791+26244308=89901099,93536453+42135390=135671843,63653623+89681945=153335568,73815078+63527504=137342582",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
914,14,False,False,18614706,518722247,"18,614,706+518,722,247=",12,0,537 336 953,139,5,"97858914+316786211=414645125,78413611+320390115=398803726,80935034+351848541=432783575,70020827+284623375=354644202",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
915,15,False,False,306492243,5719768,"306,492,243+5,719,768=",12,0,312 211 011,139,5,"173022491+9271597=182294088,628527422+5249040=633776462,582439051+7924782=590363833,859185468+6801657=865987125",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
916,16,False,False,808630085,27532599,"808,630,085+27,532,599=",12,0,836 162 684,139,5,"851398622+11254601=862653223,425019190+32299573=457318763,639183178+17120996=656304174,676539230+25088925=701628155",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
917,17,False,False,430298470,694067915,"430,298,470+694,067,915=",12,0,1 124 366 385,141,7,"330910444+624996094=955906538,206277925+162583826=368861751,584100047+133970669=718070716,535299102+919414507=1454713609",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
918,18,False,False,7169254,6322530,"7,169,254+6,322,530=",12,0,13 491 784,139,5,"8634003+5704370=14338373,7919540+4546365=12465905,3314847+7953409=11268256,9670172+4590953=14261125",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
919,19,False,False,8572387,76470457,"8,572,387+76,470,457=",12,0,85 042 844,139,5,"5098248+50486212=55584460,4407718+24281853=28689571,5381196+68974843=74356039,6015605+27773751=33789356",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
920,20,False,False,4304231,377004109,"4,304,231+377,004,109=",12,0,381 308 340,139,5,"2828532+150209465=153037997,6254881+574497217=580752098,9063993+464341885=473405878,2412990+399252078=401665068",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
921,21,False,False,92387097,3019679,"92,387,097+3,019,679=",12,0,95 406 776,139,5,"18250594+7108684=25359278,13008727+6203030=19211757,36823945+9505574=46329519,63831104+4275610=68106714",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
922,22,False,False,35295736,81720003,"35,295,736+81,720,003=",12,0,117 015 739,139,5,"17035145+39024257=56059402,96460159+87737207=184197366,27096116+55216902=82313018,11645273+55910499=67555772",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
923,23,False,False,31569348,923325852,"31,569,348+923,325,852=",12,0,954 895 200,139,5,"79869263+456400142=536269405,14009288+512362045=526371333,75606502+765237875=840844377,79106212+470309012=549415224",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
924,24,False,False,851153427,4266518,"851,153,427+4,266,518=",12,0,855 419 945,139,5,"378813458+2347632=381161090,152857029+1862768=154719797,770492324+1732982=772225306,644482646+3260036=647742682",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
925,25,False,False,910436316,79313778,"910,436,316+79,313,778=",12,0,989 750 094,139,5,"574842849+15371725=590214574,913383959+76657627=990041586,753526597+71834407=825361004,527800805+25415494=553216299",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
926,26,False,False,439288219,390148286,"439,288,219+390,148,286=",12,0,829 436 505,145,5,"887444921+642881197=1530326118,394217501+599375878=993593379,617007486+670467464=1287474950,933273198+449043731=1382316929",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
927,27,False,False,7859788,7979386,"7,859,788+7,979,386=",12,0,15 839 174,139,5,"2243862+5213853=7457715,7512699+8938428=16451127,2169622+2493486=4663108,8942910+4286160=13229070",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
928,28,False,False,5746685,74617405,"5,746,685+74,617,405=",12,0,80 364 090,139,5,"7914182+10285234=18199416,3314369+25262919=28577288,6185003+67286068=73471071,7529175+13173236=20702411",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
929,29,False,False,1227763,881768096,"1,227,763+881,768,096=",12,0,882 995 859,139,5,"2343247+541366779=543710026,5193760+647948931=653142691,5071655+321963111=327034766,5787769+990967774=996755543",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
930,30,False,False,28696832,1516385,"28,696,832+1,516,385=",12,0,30 213 217,139,5,"31711956+5010677=36722633,80372082+3340193=83712275,34928245+7063905=41992150,65470545+4679258=70149803",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
931,31,False,False,86669258,60294542,"86,669,258+60,294,542=",12,0,146 963 800,139,5,"53849054+33220325=87069379,14016673+58589473=72606146,65514074+68945650=134459724,88025958+66692361=154718319",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
932,32,False,False,26269523,860417848,"26,269,523+860,417,848=",12,0,886 687 371,139,5,"15075604+223392099=238467703,22337205+285844127=308181332,18985096+357159930=376145026,85612595+610527187=696139782",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
933,33,False,False,288317111,6719702,"288,317,111+6,719,702=",12,0,295 036 813,139,5,"476347049+8389017=484736066,137900949+7159269=145060218,626663534+3427640=630091174,370973371+2325222=373298593",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
934,34,False,False,375974393,17570295,"375,974,393+17,570,295=",12,0,393 544 688,139,5,"711994305+27232831=739227136,615258779+49308825=664567604,255639611+56583506=312223117,460204090+46387949=506592039",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
935,35,False,False,702855193,392159457,"702,855,193+392,159,457=",12,0,1 094 014 650,147,7,"354040467+918185286=1272225753,701669110+524051671=1225720781,786296124+422973707=1209269831,961540600+258316133=1219856733",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
936,36,False,False,8293063,5579292,"8,293,063+5,579,292=",12,0,13 872 355,139,5,"3849983+6056418=9906401,5665623+8683313=14348936,8028793+8644796=16673589,7430084+8564405=15994489",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
937,37,False,False,8677809,26959317,"8,677,809+26,959,317=",12,0,35 637 126,139,5,"2405053+61136872=63541925,1824008+59645122=61469130,9801809+27235561=37037370,8041716+65498457=73540173",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
938,38,False,False,9709796,498497748,"9,709,796+498,497,748=",12,0,508 207 544,139,5,"6760562+627506228=634266790,3891570+883066997=886958567,3354036+968655246=972009282,8396635+447209204=455605839",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
939,39,False,False,83954275,8324636,"83,954,275+8,324,636=",12,0,92 278 911,139,5,"53051833+5504767=58556600,57138702+5456518=62595220,37834981+4969885=42804866,72821507+9719663=82541170",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
940,40,False,False,84038950,59508035,"84,038,950+59,508,035=",12,0,143 546 985,139,5,"64579902+39364131=103944033,80156584+78988945=159145529,23432828+25235173=48668001,37639566+48130120=85769686",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
941,41,False,False,47706879,737397363,"47,706,879+737,397,363=",12,0,785 104 242,143,5,"41532501+394929545=436462046,20717359+999619074=1020336433,87234404+988635172=1075869576,63440534+832626959=896067493",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
942,42,False,False,975019769,8584821,"975,019,769+8,584,821=",12,0,983 604 590,139,5,"395343546+9451039=404794585,789565560+5559673=795125233,326090266+1673531=327763797,213208719+1734878=214943597",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
943,43,False,False,764100366,12205532,"764,100,366+12,205,532=",12,0,776 305 898,139,5,"151852093+69316046=221168139,423811915+28040278=451852193,313573966+55949032=369522998,309151719+25587570=334739289",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
944,44,False,False,325038684,314311216,"325,038,684+314,311,216=",12,0,"639,349,900",147,5,"451816475+944293535=1396110010,702829050+839761567=1542590617,754750371+955271117=1710021488,915804460+948782683=1864587143",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
945,45,False,False,3626898,8897740,"3,626,898+8,897,740=",12,0,12 524 638,139,5,"4620158+9634357=14254515,3286118+8711634=11997752,1345933+1880906=3226839,6333151+8945742=15278893",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
946,46,False,False,3654384,90928948,"3,654,384+90,928,948=",12,0,94 583 332,139,5,"8956244+26350223=35306467,7107625+62954663=70062288,3554963+85087007=88641970,2023866+93455398=95479264",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
947,47,False,False,5215841,248222037,"5,215,841+248,222,037=",12,0,253 437 878,139,5,"6588055+256948012=263536067,4527992+558927515=563455507,9295266+772295799=781591065,9568716+782239408=791808124",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
948,48,False,False,83213051,3277055,"83,213,051+3,277,055=",12,0,86 490 106,139,5,"25283282+9796869=35080151,58304453+2776711=61081164,34633851+7630980=42264831,74787877+8292929=83080806",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
949,49,False,False,97302597,72197177,"97,302,597+72,197,177=",12,0,169 499 774,139,5,"65441402+50388205=115829607,75755341+70938707=146694048,64994440+58094483=123088923,55514057+89623774=145137831",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
950,50,False,False,43522959,626053173,"43,522,959+626,053,173=",12,0,669 576 132,139,5,"20248800+155538233=175787033,62941299+162294759=225236058,74823235+295558200=370381435,89978557+326857851=416836408",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
951,51,False,False,810599385,6461223,"810,599,385+6,461,223=",12,0,817 060 608,139,5,"953479171+7387311=960866482,430057397+4436524=434493921,792892965+7165502=800058467,873862493+2152811=876015304",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
952,52,False,False,368321110,61308300,"368,321,110+61,308,300=",12,0,429 629 410,139,5,"820476028+71393071=891869099,582906563+41684743=624591306,255303386+23198612=278501998,259247149+42154560=301401709",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
953,53,False,False,347634465,156805150,"347,634,465+156,805,150=",12,0,504 439 615,145,5,"442656002+745640661=1188296663,243749743+964495271=1208245014,573190969+381579367=954770336,698144533+987617493=1685762026",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
954,54,False,False,8980889,7917286,"8,980,889+7,917,286=",12,0,16 898 175,139,5,"9024357+1227770=10252127,3392850+9921229=13314079,3512429+5832201=9344630,4321721+6533395=10855116",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
955,55,False,False,3149015,51428634,"3,149,015+51,428,634=",12,0,54 577 649,139,5,"6777602+20730980=27508582,7781740+79178826=86960566,9738280+25092235=34830515,3356915+76697244=80054159",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
956,56,False,False,3132772,920969091,"3,132,772+920,969,091=",12,0,924 101 863,139,5,"3052231+262011137=265063368,6995651+941394119=948389770,4435874+397891158=402327032,2896797+698234657=701131454",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
957,57,False,False,15986434,1392246,"15,986,434+1,392,246=",12,0,17 378 680,139,5,"94390531+6376651=100767182,71721546+7684332=79405878,24580850+6885358=31466208,37410614+6410927=43821541",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
958,58,False,False,48951570,94029536,"48,951,570+94,029,536=",12,0,142 981 106,139,5,"51475526+65020887=116496413,75248982+92670558=167919540,95220522+67581857=162802379,50902881+68345816=119248697",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
959,59,False,False,22063662,572653085,"22,063,662+572,653,085=",12,0,594 716 747,139,5,"41749013+255440044=297189057,42240231+632921044=675161275,15314894+634172729=649487623,97658949+150039797=247698746",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
960,60,False,False,291062901,3723758,"291,062,901+3,723,758=",12,0,294 786 659,139,5,"449822635+7161725=456984360,431250237+1774312=433024549,330274606+3711456=333986062,119206960+8275021=127481981",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
961,61,False,False,117221765,47622549,"117,221,765+47,622,549=",12,0,164 844 314,141,5,"628321339+76593538=704914877,557939435+14842557=572781992,959518128+99916061=1059434189,557823044+75978544=633801588",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
962,62,False,False,730626411,467731809,"730,626,411+467,731,809=",12,0,1 198 358 220,143,7,"333122325+422287009=755409334,697759273+384216812=1081976085,153656965+419348101=573005066,607350211+555921363=1163271574",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
963,63,False,False,3714885,7521962,"3,714,885+7,521,962=",12,0,11 236 847,139,5,"3192677+4843065=8035742,1857940+8687296=10545236,3788709+3759494=7548203,8099161+1298400=9397561",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
964,64,False,False,9006484,53267652,"9,006,484+53,267,652=",12,0,62 274 136,139,5,"8868659+58758934=67627593,2507536+90892495=93400031,5188340+49621959=54810299,5692167+50001179=55693346",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
965,65,False,False,5222029,198699994,"5,222,029+198,699,994=",12,0,203 922 023,139,5,"5110032+954935765=960045797,5100999+942763896=947864895,7226390+959870638=967097028,8749481+475188255=483937736",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
966,66,False,False,64833346,1716892,"64,833,346+1,716,892=",12,0,66 550 238,139,5,"14831565+5183208=20014773,40093737+4533546=44627283,87194665+9200643=96395308,87214872+5887259=93102131",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
967,67,False,False,10226838,45688794,"10,226,838+45,688,794=",12,0,55 915 632,139,5,"69171050+31494351=100665401,11339662+71570697=82910359,74681600+71851756=146533356,75120658+32122994=107243652",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
968,68,False,False,49922028,225780966,"49,922,028+225,780,966=",12,0,275 702 994,139,5,"88439031+591100591=679539622,24754437+706429018=731183455,69635860+466558692=536194552,80782593+417139524=497922117",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
969,69,False,False,131742199,8562138,"131,742,199+8,562,138=",12,0,140 304 337,139,5,"663290078+1607938=664898016,648616808+4704115=653320923,214669675+4460116=219129791,800489640+4930345=805419985",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
970,70,False,False,144889651,97098489,"144,889,651+97,098,489=",12,0,241 988 140,139,5,"442681339+51156209=493837548,891321577+27324017=918645594,159769725+44703461=204473186,409076347+57396659=466473006",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
971,71,False,False,167544901,475350920,"167,544,901+475,350,920=",12,0,642 895 821,143,5,"429170032+156586544=585756576,741096765+627396294=1368493059,176438491+270449484=446887975,395717541+621763534=1017481075",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
972,72,False,False,9374668,6122542,"9,374,668+6,122,542=",12,0,15 497 210,139,5,"3212667+4147391=7360058,7473273+8936637=16409910,9212175+1293633=10505808,5495585+4992310=10487895",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
973,73,False,False,1973134,13007120,"1,973,134+13,007,120=",12,0,14 980 254,139,5,"1779702+72106388=73886090,3089586+15208345=18297931,3915283+93401155=97316438,2397783+46900122=49297905",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
974,74,False,False,9360347,717451560,"9,360,347+717,451,560=",12,0,726 811 907,139,5,"9610905+611339178=620950083,7686006+113879523=121565529,1193689+707498343=708692032,2090288+932547996=934638284",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
975,75,False,False,28505409,2617207,"28,505,409+2,617,207=",12,0,31 122 616,139,5,"99345182+6571754=105916936,91965103+3036207=95001310,31174312+3986514=35160826,89557242+2612819=92170061",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
976,76,False,False,21598838,85133526,"21,598,838+85,133,526=",12,0,106 732 364,139,5,"14403606+40864577=55268183,95913147+59723328=155636475,64204070+39417551=103621621,18088543+88852696=106941239",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
977,77,False,False,83901777,962169873,"83,901,777+962,169,873=",12,0,1 046 071 650,139,7,"11427754+213320992=224748746,22442956+165284501=187727457,92172383+604045265=696217648,48410100+796454005=844864105",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
978,78,False,False,311491260,3425934,"311,491,260+3,425,934=",12,0,314 917 194,139,5,"752322854+3638091=755960945,861851657+3801709=865653366,156735751+7069473=163805224,226735525+9673523=236409048",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
979,79,False,False,986793495,54021090,"986,793,495+54,021,090=",12,0,1 040 814 585,139,7,"280863410+19383878=300247288,181654725+60901895=242556620,644888286+95473255=740361541,919499685+35193721=954693406",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
980,80,False,False,494414977,632215798,"494,414,977+632,215,798=",12,0,1 126 630 775,145,7,"309059058+189970371=499029429,946926418+229370089=1176296507,430753560+965535416=1396288976,921340901+988399158=1909740059",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
981,81,False,False,1677324,7514842,"1,677,324+7,514,842=",12,0,9 192 166,139,5,"9873286+6188478=16061764,9275110+4829167=14104277,6449651+7180633=13630284,5764391+8553625=14318016",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
982,82,False,False,8842593,12036159,"8,842,593+12,036,159=",12,0,20 878 752,139,5,"9411097+59991212=69402309,8114218+48967670=57081888,6286780+75839730=82126510,1964908+43583276=45548184",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
983,83,False,False,8202333,472019863,"8,202,333+472,019,863=",12,0,480 222 196,139,5,"9864511+578651057=588515568,8084738+254712511=262797249,9759976+711243193=721003169,4632097+504148274=508780371",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
984,84,False,False,45909767,8780671,"45,909,767+8,780,671=",12,0,54 690 438,139,5,"70433017+1292523=71725540,23235764+3836079=27071843,42950923+6050672=49001595,86541901+4562465=91104366",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
985,85,False,False,40185932,43182335,"40,185,932+43,182,335=",12,0,83 368 267,139,5,"50122486+89298568=139421054,49692338+26256046=75948384,57128541+66205592=123334133,20163272+93516243=113679515",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
986,86,False,False,96811155,407867638,"96,811,155+407,867,638=",12,0,504 678 793,139,5,"99780736+872651653=972432389,79996094+229844698=309840792,74703973+600191131=674895104,99744381+837914519=937658900",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
987,87,False,False,592955730,7719228,"592,955,730+7,719,228=",12,0,600 674 958,139,5,"298047402+3448344=301495746,169308373+3590494=172898867,405843306+1221070=407064376,138606528+6299865=144906393",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
988,88,False,False,596780670,95328802,"596,780,670+95,328,802=",12,0,692 109 472,141,5,"981682275+81513649=1063195924,903980822+80306922=984287744,163875355+58058167=221933522,447525621+83668983=531194604",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
989,89,False,False,752752744,328244045,"752,752,744+328,244,045=",12,0,1 080 996 789,145,7,"628487596+950618085=1579105681,231918991+386902052=618821043,556076965+483733324=1039810289,639105026+524038268=1163143294",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,4,0,1
990,0,False,False,2307350,6058422,"2,307,350+6,058,422=",12,0,8 365 772,247,5,"9805941+7787386=17593327,4172837+9471748=13644585,6365153+4979507=11344660,2160091+3596545=5756636,3832323+1473442=5305765,6067276+4879448=10946724,3181960+9392618=12574578,9093704+5171832=14265536",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,8,0,1
991,1,False,False,7778640,14016227,"7,778,640+14,016,227=",12,0,21 794 867,247,5,"9016644+69488785=78505429,3407927+18301543=21709470,6956535+93940066=100896601,7070014+25118920=32188934,2244401+90133323=92377724,7501068+15113819=22614887,9002552+84890624=93893176,9124283+57624662=66748945",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,8,0,1
992,2,False,False,9482500,964332763,"9,482,500+964,332,763=",12,0,973 815 263,247,5,"6184255+244719293=250903548,2763083+507772952=510536035,8155716+294099270=302254986,1280758+140420762=141701520,6396829+634314169=640710998,6833714+500894708=507728422,3614379+808384371=811998750,3200928+470243697=473444625",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,8,0,1
993,3,False,False,51629751,1711633,"51,629,751+1,711,633=",12,0,53 341 384,247,5,"27081927+2379283=29461210,10899665+9931198=20830863,43099803+4042683=47142486,87261295+4853941=92115236,62254815+1625816=63880631,47867462+3792187=51659649,35522630+6436783=41959413,84502825+3364549=87867374",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,8,0,1
994,4,False,False,57713793,81530413,"57,713,793+81,530,413=",12,0,139 244 206,247,5,"33903668+58287029=92190697,84355408+33263821=117619229,13796013+50186096=63982109,19101512+52093960=71195472,29209091+43288188=72497279,84552530+66479029=151031559,17625228+15625806=33251034,34053010+34708581=68761591",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,8,0,1
995,5,False,False,10841276,608537036,"10,841,276+608,537,036=",12,0,619 378 312,247,5,"47993119+448896795=496889914,35708204+592567505=628275709,11856994+838995343=850852337,62884399+641449013=704333412,91747083+370829694=462576777,45200866+264154452=309355318,89567768+353630617=443198385,42368129+390339673=432707802",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_r2l,space_r2l,,0,0,8,0,1
