,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
5160,30,False,False,28696832,1516385,"286,968,32+151,638,5=",12,0,"438,606,82",139,5,"31711956+5010677=36722633,80372082+3340193=83712275,34928245+7063905=41992150,65470545+4679258=70149803",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5161,31,False,False,86669258,60294542,"866,692,58+602,945,42=",12,0,"1,469,638,00",139,7,"53849054+33220325=87069379,14016673+58589473=72606146,65514074+68945650=134459724,88025958+66692361=154718319",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5162,32,False,False,26269523,860417848,"262,695,23+860,417,848=",12,0,"860,680,543",139,5,"15075604+223392099=238467703,22337205+285844127=308181332,18985096+357159930=376145026,85612595+610527187=696139782",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5163,33,False,False,288317111,6719702,"288,317,111+671,970,2=",12,0,"672,288,813",139,5,"476347049+8389017=484736066,137900949+7159269=145060218,626663534+3427640=630091174,370973371+2325222=373298593",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5164,34,False,False,375974393,17570295,"375,974,393+175,702,95=",12,0,"551,677,343",139,5,"711994305+27232831=739227136,615258779+49308825=664567604,255639611+56583506=312223117,460204090+46387949=506592039",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5165,35,False,False,702855193,392159457,"702,855,193+392,159,457=",12,0,"109,401,1650",147,6,"354040467+918185286=1272225753,701669110+524051671=1225720781,786296124+422973707=1209269831,961540600+258316133=1219856733",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5166,36,False,False,8293063,5579292,"829,306,3+557,929,2=",12,0,"1,387,235,5",139,7,"3849983+6056418=9906401,5665623+8683313=14348936,8028793+8644796=16673589,7430084+8564405=15994489",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5167,37,False,False,8677809,26959317,"867,780,9+269,593,17=",12,0,"1,137,373,26",139,7,"2405053+61136872=63541925,1824008+59645122=61469130,9801809+27235561=37037370,8041716+65498457=73540173",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5168,38,False,False,9709796,498497748,"970,979,6+498,497,748=",12,0,"1,469,477,694",139,7,"6760562+627506228=634266790,3891570+883066997=886958567,3354036+968655246=972009282,8396635+447209204=455605839",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5169,39,False,False,83954275,8324636,"839,542,75+832,463,6=",12,0,"1,672,006,35",139,7,"53051833+5504767=58556600,57138702+5456518=62595220,37834981+4969885=42804866,72821507+9719663=82541170",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5170,40,False,False,84038950,59508035,"840,389,50+595,080,35=",12,0,"1,435,469,85",139,7,"64579902+39364131=103944033,80156584+78988945=159145529,23432828+25235173=48668001,37639566+48130120=85769686",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5171,41,False,False,47706879,737397363,"477,068,79+737,397,363=",12,0,"1,214,466,142",143,7,"41532501+394929545=436462046,20717359+999619074=1020336433,87234404+988635172=1075869576,63440534+832626959=896067493",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5172,42,False,False,975019769,8584821,"975,019,769+858,482,1=",12,0,"1,833,502,570",139,7,"395343546+9451039=404794585,789565560+5559673=795125233,326090266+1673531=327763797,213208719+1734878=214943597",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5173,43,False,False,764100366,12205532,"764,100,366+122,055,32=",12,0,"764,322,398",139,5,"151852093+69316046=221168139,423811915+28040278=451852193,313573966+55949032=369522998,309151719+25587570=334739289",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5174,44,False,False,325038684,314311216,"325,038,684+314,311,216=",12,0,"639,349,900",147,5,"451816475+944293535=1396110010,702829050+839761567=1542590617,754750371+955271117=1710021488,915804460+948782683=1864587143",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5175,45,False,False,3626898,8897740,"362,689,8+889,774,0=",12,0,"1,252,463,8",139,7,"4620158+9634357=14254515,3286118+8711634=11997752,1345933+1880906=3226839,6333151+8945742=15278893",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5176,46,False,False,3654384,90928948,"365,438,4+909,289,48=",12,0,"1,274,727,88",139,7,"8956244+26350223=35306467,7107625+62954663=70062288,3554963+85087007=88641970,2023866+93455398=95479264",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5177,47,False,False,5215841,248222037,"521,584,1+248,222,037=",12,0,"248,743,178",139,5,"6588055+256948012=263536067,4527992+558927515=563455507,9295266+772295799=781591065,9568716+782239408=791808124",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5178,48,False,False,83213051,3277055,"832,130,51+327,705,5=",12,0,"1,159,836,06",139,7,"25283282+9796869=35080151,58304453+2776711=61081164,34633851+7630980=42264831,74787877+8292929=83080806",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5179,49,False,False,97302597,72197177,"973,025,97+721,971,77=",12,0,"1,695,997,74",139,7,"65441402+50388205=115829607,75755341+70938707=146694048,64994440+58094483=123088923,55514057+89623774=145137831",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5180,50,False,False,43522959,626053173,"435,229,59+626,053,173=",12,0,"1,061,282,732",139,7,"20248800+155538233=175787033,62941299+162294759=225236058,74823235+295558200=370381435,89978557+326857851=416836408",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5181,51,False,False,810599385,6461223,"810,599,385+646,122,3=",12,0,"811,245,708",139,5,"953479171+7387311=960866482,430057397+4436524=434493921,792892965+7165502=800058467,873862493+2152811=876015304",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5182,52,False,False,368321110,61308300,"368,321,110+613,083,00=",12,0,"981,404,110",139,5,"820476028+71393071=891869099,582906563+41684743=624591306,255303386+23198612=278501998,259247149+42154560=301401709",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5183,53,False,False,347634465,156805150,"347,634,465+156,805,150=",12,0,"504,439,615",145,5,"442656002+745640661=1188296663,243749743+964495271=1208245014,573190969+381579367=954770336,698144533+987617493=1685762026",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5184,54,False,False,8980889,7917286,"898,088,9+791,728,6=",12,0,"1,689,817,5",139,7,"9024357+1227770=10252127,3392850+9921229=13314079,3512429+5832201=9344630,4321721+6533395=10855116",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5185,55,False,False,3149015,51428634,"314,901,5+514,286,34=",12,0,"829,187,49",139,5,"6777602+20730980=27508582,7781740+79178826=86960566,9738280+25092235=34830515,3356915+76697244=80054159",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5186,56,False,False,3132772,920969091,"313,277,2+920,969,091=",12,0,"921,282,368",139,5,"3052231+262011137=265063368,6995651+941394119=948389770,4435874+397891158=402327032,2896797+698234657=701131454",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5187,57,False,False,15986434,1392246,"159,864,34+139,224,6=",12,0,"299,088,80",139,5,"94390531+6376651=100767182,71721546+7684332=79405878,24580850+6885358=31466208,37410614+6410927=43821541",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5188,58,False,False,48951570,94029536,"489,515,70+940,295,36=",12,0,"1,429,810,06",139,7,"51475526+65020887=116496413,75248982+92670558=167919540,95220522+67581857=162802379,50902881+68345816=119248697",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5189,59,False,False,22063662,572653085,"220,636,62+572,653,085=",12,0,"572,873,721",139,5,"41749013+255440044=297189057,42240231+632921044=675161275,15314894+634172729=649487623,97658949+150039797=247698746",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5190,60,False,False,291062901,3723758,"291,062,901+372,375,8=",12,0,"291,435,279",139,5,"449822635+7161725=456984360,431250237+1774312=433024549,330274606+3711456=333986062,119206960+8275021=127481981",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5191,61,False,False,117221765,47622549,"117,221,765+476,225,49=",12,0,"593,447,314",141,5,"628321339+76593538=704914877,557939435+14842557=572781992,959518128+99916061=1059434189,557823044+75978544=633801588",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5192,62,False,False,730626411,467731809,"730,626,411+467,731,809=",12,0,"1,198,358,220",143,7,"333122325+422287009=755409334,697759273+384216812=1081976085,153656965+419348101=573005066,607350211+555921363=1163271574",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5193,63,False,False,3714885,7521962,"371,488,5+752,196,2=",12,0,"1,123,684,7",139,7,"3192677+4843065=8035742,1857940+8687296=10545236,3788709+3759494=7548203,8099161+1298400=9397561",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5194,64,False,False,9006484,53267652,"900,648,4+532,676,52=",12,0,"1,433,325,16",139,7,"8868659+58758934=67627593,2507536+90892495=93400031,5188340+49621959=54810299,5692167+50001179=55693346",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5195,65,False,False,5222029,198699994,"522,202,9+198,699,994=",12,0,"720,902,923",139,5,"5110032+954935765=960045797,5100999+942763896=947864895,7226390+959870638=967097028,8749481+475188255=483937736",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5196,66,False,False,64833346,1716892,"648,333,46+171,689,2=",12,0,"820,022,66",139,5,"14831565+5183208=20014773,40093737+4533546=44627283,87194665+9200643=96395308,87214872+5887259=93102131",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5197,67,False,False,10226838,45688794,"102,268,38+456,887,94=",12,0,"559,156,32",139,5,"69171050+31494351=100665401,11339662+71570697=82910359,74681600+71851756=146533356,75120658+32122994=107243652",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5198,68,False,False,49922028,225780966,"499,220,28+225,780,966=",12,0,"725,001,994",139,5,"88439031+591100591=679539622,24754437+706429018=731183455,69635860+466558692=536194552,80782593+417139524=497922117",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5199,69,False,False,131742199,8562138,"131,742,199+856,213,8=",12,0,"987,955,999",139,5,"663290078+1607938=664898016,648616808+4704115=653320923,214669675+4460116=219129791,800489640+4930345=805419985",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5200,70,False,False,144889651,97098489,"144,889,651+970,984,89=",12,0,"1,115,874,540",139,7,"442681339+51156209=493837548,891321577+27324017=918645594,159769725+44703461=204473186,409076347+57396659=466473006",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5201,71,False,False,167544901,475350920,"167,544,901+475,350,920=",12,0,"642,895,821",143,5,"429170032+156586544=585756576,741096765+627396294=1368493059,176438491+270449484=446887975,395717541+621763534=1017481075",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5202,72,False,False,9374668,6122542,"937,466,8+612,254,2=",12,0,"1549,721,0",139,6,"3212667+4147391=7360058,7473273+8936637=16409910,9212175+1293633=10505808,5495585+4992310=10487895",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5203,73,False,False,1973134,13007120,"197,313,4+130,071,20=",12,0,"327,384,60",139,5,"1779702+72106388=73886090,3089586+15208345=18297931,3915283+93401155=97316438,2397783+46900122=49297905",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5204,74,False,False,9360347,717451560,"936,034,7+717,451,560=",12,0,"1,653,486,127",139,7,"9610905+611339178=620950083,7686006+113879523=121565529,1193689+707498343=708692032,2090288+932547996=934638284",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5205,75,False,False,28505409,2617207,"285,054,09+261,720,7=",12,0,"546,774,79",139,5,"99345182+6571754=105916936,91965103+3036207=95001310,31174312+3986514=35160826,89557242+2612819=92170061",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5206,76,False,False,21598838,85133526,"215,988,38+851,335,26=",12,0,"1,067,233,64",139,7,"14403606+40864577=55268183,95913147+59723328=155636475,64204070+39417551=103621621,18088543+88852696=106941239",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5207,77,False,False,83901777,962169873,"839,017,77+962,169,873=",12,0,"1,801,187,650",139,7,"11427754+213320992=224748746,22442956+165284501=187727457,92172383+604045265=696217648,48410100+796454005=844864105",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5208,78,False,False,311491260,3425934,"311,491,260+342,593,4=",12,0,"311,835,694",139,5,"752322854+3638091=755960945,861851657+3801709=865653366,156735751+7069473=163805224,226735525+9673523=236409048",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5209,79,False,False,986793495,54021090,"986,793,495+540,210,90=",12,0,"1,527,004,585",139,7,"280863410+19383878=300247288,181654725+60901895=242556620,644888286+95473255=740361541,919499685+35193721=954693406",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5210,80,False,False,494414977,632215798,"494,414,977+632,215,798=",12,0,"1,126,630,775",145,7,"309059058+189970371=499029429,946926418+229370089=1176296507,430753560+965535416=1396288976,921340901+988399158=1909740059",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5211,81,False,False,1677324,7514842,"167,732,4+751,484,2=",12,0,"919,216,6",139,5,"9873286+6188478=16061764,9275110+4829167=14104277,6449651+7180633=13630284,5764391+8553625=14318016",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5212,82,False,False,8842593,12036159,"884,259,3+120,361,59=",12,0,"1,004,620,19",139,7,"9411097+59991212=69402309,8114218+48967670=57081888,6286780+75839730=82126510,1964908+43583276=45548184",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5213,83,False,False,8202333,472019863,"820,233,3+472,019,863=",12,0,"1,292,253,166",139,7,"9864511+578651057=588515568,8084738+254712511=262797249,9759976+711243193=721003169,4632097+504148274=508780371",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5214,84,False,False,45909767,8780671,"459,097,67+878,067,1=",12,0,"1,337,164,38",139,7,"70433017+1292523=71725540,23235764+3836079=27071843,42950923+6050672=49001595,86541901+4562465=91104366",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5215,85,False,False,40185932,43182335,"401,859,32+431,823,35=",12,0,"833,682,67",139,5,"50122486+89298568=139421054,49692338+26256046=75948384,57128541+66205592=123334133,20163272+93516243=113679515",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5216,86,False,False,96811155,407867638,"968,111,55+407,867,638=",12,0,"1,375,979,793",139,7,"99780736+872651653=972432389,79996094+229844698=309840792,74703973+600191131=674895104,99744381+837914519=937658900",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5217,87,False,False,592955730,7719228,"592,955,730+771,922,8=",12,0,"593,727,958",139,5,"298047402+3448344=301495746,169308373+3590494=172898867,405843306+1221070=407064376,138606528+6299865=144906393",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5218,88,False,False,596780670,95328802,"596,780,670+953,288,02=",12,0,"1,550,068,692",141,7,"981682275+81513649=1063195924,903980822+80306922=984287744,163875355+58058167=221933522,447525621+83668983=531194604",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5219,89,False,False,752752744,328244045,"752,752,744+328,244,045=",12,0,"1,081,996,789",145,7,"628487596+950618085=1579105681,231918991+386902052=618821043,556076965+483733324=1039810289,639105026+524038268=1163143294",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,4,0,1
5220,0,False,False,2307350,6058422,"230,735,0+605,842,2=",12,0,"836,577,2",247,5,"9805941+7787386=17593327,4172837+9471748=13644585,6365153+4979507=11344660,2160091+3596545=5756636,3832323+1473442=5305765,6067276+4879448=10946724,3181960+9392618=12574578,9093704+5171832=14265536",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5221,1,False,False,7778640,14016227,"777,864,0+140,162,27=",12,0,"918,026,7",247,5,"9016644+69488785=78505429,3407927+18301543=21709470,6956535+93940066=100896601,7070014+25118920=32188934,2244401+90133323=92377724,7501068+15113819=22614887,9002552+84890624=93893176,9124283+57624662=66748945",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5222,2,False,False,9482500,964332763,"948,250,0+964,332,763=",12,0,"973,815,763",247,5,"6184255+244719293=250903548,2763083+507772952=510536035,8155716+294099270=302254986,1280758+140420762=141701520,6396829+634314169=640710998,6833714+500894708=507728422,3614379+808384371=811998750,3200928+470243697=473444625",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5223,3,False,False,51629751,1711633,"516,297,51+171,163,3=",12,0,"687,460,84",247,5,"27081927+2379283=29461210,10899665+9931198=20830863,43099803+4042683=47142486,87261295+4853941=92115236,62254815+1625816=63880631,47867462+3792187=51659649,35522630+6436783=41959413,84502825+3364549=87867374",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5224,4,False,False,57713793,81530413,"577,137,93+815,304,13=",12,0,"1,392,442,06",247,7,"33903668+58287029=92190697,84355408+33263821=117619229,13796013+50186096=63982109,19101512+52093960=71195472,29209091+43288188=72497279,84552530+66479029=151031559,17625228+15625806=33251034,34053010+34708581=68761591",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5225,5,False,False,10841276,608537036,"108,412,76+608,537,036=",12,0,"608,645,448",247,5,"47993119+448896795=496889914,35708204+592567505=628275709,11856994+838995343=850852337,62884399+641449013=704333412,91747083+370829694=462576777,45200866+264154452=309355318,89567768+353630617=443198385,42368129+390339673=432707802",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5226,6,False,False,201260781,7489051,"201,260,781+748,905,1=",12,0,"950,165,582",247,5,"219834111+8386054=228220165,787773550+6755319=794528869,497718189+4608091=502326280,561103059+4669143=565772202,814602265+5067805=819670070,918713430+2219769=920933199,419561869+1211317=420773186,531195083+5812228=537007311",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5227,7,False,False,580528087,15255626,"580,528,087+152,556,26=",12,0,"580,680,643",247,5,"316467507+20557824=337025331,301742075+40038024=341780099,300811271+66442994=367254265,440249440+77723135=517972575,776529872+38254523=814784395,139112211+20571963=159684174,152380941+38043288=190424229,381419805+43442360=424862165",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5228,8,False,False,391577960,272373856,"391,577,960+272,373,856=",12,0,"663,951,816",257,5,"149608985+140652298=290261283,737787398+106504256=844291654,592630659+108854898=701485557,266200278+909153333=1175353611,604401799+628431955=1232833754,904698549+975833607=1880532156,265722132+768084350=1033806482,788491822+869711778=1658203600",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5229,9,False,False,5807401,2374360,"580,740,1+237,436,0=",12,0,"818,176,1",247,5,"6644240+7925381=14569621,8872033+6217273=15089306,7493309+9805236=17298545,1627640+8037022=9664662,7945970+9075729=17021699,4253469+3738386=7991855,2034949+6745960=8780909,2183055+7941076=10124131",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5230,10,False,False,3735601,78222315,"373,560,1+782,223,15=",12,0,"1,155,783,15",247,7,"8786830+61722330=70509160,8386309+69468238=77854547,6564336+61258496=67822832,3617880+24340612=27958492,2682215+90303967=92986182,5714645+39525808=45240453,6830345+66473572=73303917,6547859+23840669=30388528",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5231,11,False,False,6612747,566641845,"661,274,7+566,641,845=",12,0,"567,254,592",247,5,"6376585+949309476=955686061,1580299+272613614=274193913,3939266+966504252=970443518,7649146+970337803=977986949,4115722+412249635=416365357,6950188+269904082=276854270,1957345+224131383=226088728,2513449+246288503=248801952",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5232,12,False,False,42267863,8567869,"422,678,63+856,786,9=",12,0,"1,279,465,52",247,7,"96762806+1119205=97882011,75139937+1076316=76216253,87616735+4677707=92294442,40598742+7642429=48241171,54142110+8510103=62652213,96459644+9130755=105590399,40303734+6863739=47167473,75234728+4077043=79311771",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5233,13,False,False,47695019,29774166,"476,950,19+297,741,66=",12,0,"774,691,85",247,5,"22145111+11385031=33530142,53811389+86406773=140218162,44227364+88934567=133161931,47357877+56421354=103779231,70469241+30904577=101373818,94087000+95440152=189527152,81506820+57054695=138561515,10353972+61404736=71758708",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5234,14,False,False,18614706,518722247,"186,147,06+518,722,247=",12,0,"518,908,393",251,5,"59088744+724354993=783443737,65307206+984616001=1049923207,71318153+264779364=336097517,89220244+182196375=271416619,58900352+964581206=1023481558,23245608+701663042=724908650,65958628+327312022=393270650,81087815+607080914=688168729",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5235,15,False,False,306492243,5719768,"306,492,243+571,976,8=",12,0,"307,212,911",247,5,"551538110+2501319=554039429,729730850+3760193=733491043,719764643+9178526=728943169,750294181+9505878=759800059,604962625+5846159=610808784,186863052+7453164=194316216,828234837+2836430=831071267,947867974+5201504=953069478",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5236,16,False,False,808630085,27532599,"808,630,085+275,325,99=",12,0,"1,083,956,075",249,7,"235192456+42566771=277759227,347590361+66163616=413753977,903544837+20609426=924154263,957109023+74772779=1031881802,562914712+60855874=623770586,539398378+77731007=617129385,133560758+16348497=149909255,892349040+37375347=929724387",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5237,17,False,False,430298470,694067915,"430,298,470+694,067,915=",12,0,"1,124,366,385",257,7,"824949374+347076675=1172026049,313950886+525093146=839044032,648741007+913694333=1562435340,643663826+305207682=948871508,822478693+994920963=1817399656,691750374+918182430=1609932804,470933704+867216866=1338150570,474682264+275066585=749748849",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5238,18,False,False,7169254,6322530,"716,925,4+632,253,0=",12,0,"134,117,74",247,5,"4144878+6844930=10989808,2249746+8825456=11075202,7455403+7165138=14620541,2663927+4069352=6733279,5891069+5261060=11152129,3805629+3591134=7396763,8789898+5604754=14394652,2615365+2333969=4949334",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5239,19,False,False,8572387,76470457,"857,238,7+764,704,57=",12,0,"1,621,943,64",247,7,"9170120+13683513=22853633,1589570+53399526=54989096,6071010+24876489=30947499,9490086+25081326=34571412,6455873+18623674=25079547,1768542+73759445=75527987,7945867+83319426=91265293,3902774+43867899=47770673",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5240,20,False,False,4304231,377004109,"430,423,1+377,004,109=",12,0,"377,434,440",247,5,"3318617+778542396=781861013,6782504+653242039=660024543,7437215+695029567=702466782,6849768+615085982=621935750,4036945+166536034=170572979,4806371+563377888=568184259,1532420+551835560=553367980,4513634+723224180=727737814",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5241,21,False,False,92387097,3019679,"923,870,97+301,967,9=",12,0,"1,225,838,87",247,7,"70789476+4484236=75273712,83209270+8393137=91602407,14017127+1912828=15929955,17163418+4521685=21685103,81326723+9586057=90912780,91527055+6198162=97725217,63415213+9106336=72521549,20753810+2240987=22994797",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5242,22,False,False,35295736,81720003,"352,957,36+817,200,03=",12,0,"1,170,157,39",247,7,"64641987+96317442=160959429,14583700+49050093=63633793,92425848+56070923=148496771,82750402+20818591=103568993,58179006+11719632=69898638,42658722+79616290=122275012,10899050+17385783=28284833,97083852+21685559=118769411",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5243,23,False,False,31569348,923325852,"315,693,48+923,325,852=",12,0,"923,641,900",249,5,"54285510+265243276=319528786,45805180+845371646=891176826,50799324+807724692=858524016,99436969+923640677=1023077646,94094631+379590123=473684754,24908961+570079098=594988059,97827060+257179736=355006796,40175573+142020360=182195933",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5244,24,False,False,851153427,4266518,"851,153,427+426,651,8=",12,0,"851,580,045",247,5,"832943882+2407684=835351566,269908102+6666562=276574664,504276920+8217719=512494639,189817156+6426448=196243604,892517525+7578096=900095621,249679742+9477799=259157541,946780784+7431032=954211816,498438832+1003534=499442366",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5245,25,False,False,910436316,79313778,"910,436,316+793,137,78=",12,0,"1,703,750,094",249,7,"267609430+91195575=358805005,126193162+24043987=150237149,618178841+27373941=645552782,504081674+22064610=526146284,959292505+89852659=1049145164,655612207+77424689=733036896,663504235+29007776=692512011,572933765+37320837=610254602",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
